Pertinence	Question	Reponse
OUI	"Bonjour, Je suis entrain de poser env. 100m² de parquet stratifié et je fait, comme souvent, mes coupes à la sauteuse. J'ai, à dispo, une circulaire portable, une circulaire sur table et une à onglet, mais la maniabilité de la sauteuse, de pouvoir l'utiliser à une main, fait que je la préfère... Et la précision, après de très nombreuses coupes (stratifié dans un appart, 120m² de lambris,...) ben n'est vraiment pas si mal... Toutefois, là, je rencontre un soucis avec les lames... Elles s'usent à une vitesse... Que se soit des lames métals (très fine dents) ou lame bois avec de fines dents, ça coupe bien les 2-3 premiers mètre, mais ensuite...Tu coupes une 10aines de lames dans sa largeur, ou 2 lames en longueur et tu vois les dents totalement émoussées... Le stratifié est peut être de qualité et très dure, mais de là à flinger les lames aussi vite... Existe-t-il des lames de sauteuse plus ""dure"" que d'autre (style carbure) ? Une marque de qualité ? Merci"	"Bonjour, Je suis entrain de poser env. 100m² de parquet stratifié et je fait, comme souvent, mes coupes à la sauteuse. J'ai, à dispo, une circulaire portable, une circulaire sur table et une à onglet, mais la maniabilité de la sauteuse, de pouvoir l'utiliser à une main, fait que je la préfère... Et la précision, après de très nombreuses coupes (stratifié dans un appart, 120m² de lambris,...) ben n'est vraiment pas si mal... Toutefois, là, je rencontre un soucis avec les lames... Elles s'usent à une vitesse... Que se soit des lames métals (très fine dents) ou lame bois avec de fines dents, ça coupe bien les 2-3 premiers mètre, mais ensuite...Tu coupes une 10aines de lames dans sa largeur, ou 2 lames en longueur et tu vois les dents totalement émoussées... Le stratifié est peut être de qualité et très dure, mais de là à flinger les lames aussi vite... Existe-t-il des lames de sauteuse plus ""dure"" que d'autre (style carbure) ? Une marque de qualité ? Merci Même avec les ouvertures EN BAS, un drain reste efficace... http://www.forumconstruire.com/construire/topic-314404_start-30.php#4531384 1"
OUI	Bonjour. Peut-on alimenter de l'outillage tels que foreuse, disqueuse, tronçonneuse sur un groupe électrogène INVERTER. Il me semble avoir lu sur internet que les groupes INVERTER étaient réservés à l'usage d'appareils délicats et ne convenaient pas pour de l'outillage. Y a t'il parmi vous des utilisateurs de groupes semblables. Celui que j'ai en vue est un swiss craft qui débite du 3000w au démarrage et 6000w max. Merci de bien vouloir m'éclairer	Inventer n'est pas une marque 1
OUI	"Bonjour à tous, je viens d'acheter une maison. je souhaite rendre mon sous-habitable. Le plancher (plafond du sous-sol) de 50 m² est une dalle en béton qui repose sur des hourdies en polystyrène et des poutrelles en béton. Pour cacher ce plafond en polystyrène tout en perdant le moins de hauteur possible, nous avons localement retiré le polystyrène aux endroits des poutrelles. Puis nous avons fixé des tasseaux sur les poutrelles pour y clouer un lambris PVC. Les tasseaux faisant 2 mètres de longs nous les avons vissés à chaque extrémité. Je ne suis pas du tout bricoleur mais avec un ami qui lui est très bricoleur nous avons fixé le week-end dernier les 2 /3 des tasseaux sur les poutrelles (soit environ 50 trous). Les chevilles font 4 cms de profondeur et 0.8cms de diamètres. Nous avons donc percé sur au moins 4 cms de profondeur les poutrelles qui font 15 cms de profondeurs sur 10 cms de largeur. Mon ami a forcé comme un malade avec sa grosse perceuse à percusion. Il est même tombé quelques fois sur de la féraille, ce qui nous a couté 2 mèches. La percussion a fendu la poutrelle a au moins 2 endroits du sous-sol (cf photo). Est-ce que c'est grave ? Est-ce que ça risque de fragiliser la dalle avec le temps ? Que risque t'il d'arriver au pire ? Quelle solution pour fixer les tasseaux restants (environ 1/3 de la surface du sous-sol), tout en évitant le massacre ? Voici les photos pour que vous puissiez évaluer ""les dégats"". Bien cordialement [url=https://www.hostingpics.net/viewer.php?id=426280184920791021078605606243029959687n.jpg] [/url]"	"Bonjour Avec un ami comme celui là, vous n avez pas besoin d'ennemi !!! Etayez en urgence les deux poutrelles explosées , et faites venir un expert !!! On ne perce pas les poutrelles...il existe des accessoires pour fixer les rails...faites appel à un professionnel ! J'espère que votre ""ami"" a une bonne assurance... Poster la question dans la rubrique Maçonnerie. .. 1"
OUI	Bonjour, Je souhaites realiser un garde corps pour ma terrasse avec des cables en inox. Sauf que je me demande est ce que les cables ne se detendent pas avec le temps? Si quelqu'un d'entre vous a deja utiliser des cables en inox pour son garde corps peut il me renseigner svp?	"Les cables inox servent beaucoup sur les voiliers, notamment comme haubans pour tenir les mats, mais aussi comme ""garde corps"" (qui s'appellent ""filières"" dans ce cas) . Ils servent aussi à assurer les commandes d'ailerons d'avion, ou de trappes... De tels usages impliquent qu'ils ne se détendent pas avec le temps et soient très robustes. De multiples systèmes d'attaches existent pour les mettre en oeuvre, donnant toutes garanties de sureté... Par contre, c'est assez coûteux. 1"
OUI	Bonjour, J'aurais besoin de quelques conseils. Je veux réaliser une sphère ( diamètre 60 cm) en béton que je vais couler dans un moule  en plâtre si cela est possible. Mon idée : je réalise un moule en plâtre  sans doute en deux parties pour couler une sphère. Dans le moule à réaliser la sphère est un ballon de gymnastique que je place à l'intérieur d'une caisse en bois. Je peux faire le coulage en une seule fois car j'ai la possibilité de laisser un passage cylindrique d'un diamètre de 150 à 200 qui me permettra de couler la sphère en béton mais aussi de retirer le ballon une fois le moule fini. En coulant en une seule partie, le moule est  bien sûr perdu. En deux parties cela me semble possible mais j'avoue que je ne sais rien de la solidité du moule et donc de la possibilité de le réutiliser. Mes questions : le coulage du plâtre va me poser des difficultés car je dois attendre un peu que le plâtre prenne pour éviter au ballon de remonter ( poussée d'Archimède ) c'est pour cette raison que je ne pense pas possible de  faire le moule en béton. Une fois le moule réalisé, pour retirer le ballon de gymnastique, il faudra sans doute que je mette sur la surface du ballon un produit pour qu'il se décolle facilement du plâtre ? J'aurai d'autres questions. Mais il me faudra sans doute donner des précisions aux explications que je viens fournir. Cordialement.	Et une deuxieme de couler et de demouler, resultat  super comme la premiere, on peux donc les faire a la chaine sans soucis. . Tous mes amis qui passent a la maison en veulent. 3 2
OUI	Ce mur a été construit en 2004 (13 ans)). Il y a environ 5 ans je vois une petite tâche noire sur le mur collé à l'interrupteur, je m'apprête à nettoyer ce que je croyais être une tâche et en m'approchant de prêt j'aperçois non pas une tâche mais un petit trou que je surveille quelques jours durant jusqu'au moment où apparait un petit vers tout blanc son corps moitié dedans le placo, moitié dehors. J'y vaporise de suite de l'insecticide et depuis plus rien . Il y a 2 ans je refais les peintures avant hier rebelotte le même type de vers et EXACTEMENT AU MÊME ENDROIT. Encore vaporisation pour l'heure toujours pas de vers. Quelqu'un peut-il m'expliquer ce qu'est ce phénomène et que me faut-il faire ? je crains le pire Merci pour votre aide	Visiblement un ver solitaire ... 7
NON	Bonjour à tous, j'ai fait construire ma maison par un constructeur qui a fait l'ensemble des travaux sauf le carrelage et la décoration. J'ai donc posé moi même le carrelage après que le constructeur ait mis la dalle (chape liquide) en chauffe. Un moi après avoir posé le carrelage mon constructeur s'est rendu compte d'un problème sur la chaudière et donc m'a averti que la dalle n'avait pas été chauffée. Je lui ai donc demandé de me faire un courrier m'avertissant du problème au cas ou le carrelage bougerait. Ça fait maintenant 3 ans que je suis dans la maison et mon carrelage sonne creux (1 carreau sur 3). J'suis couvert par la Dommage ouvrage ? Pour info le carrelage n'a pas bougé au endroits où il n' y a pas de chauffage au sol... Merci d'avance pour vos réponses	"Bonjour, je tombe sur ce sujet et je ne peux m'empêcher d'y répondre car je suis très informé sur le produit puisque je le vends depuis 25 ans. j'utilise depuis 10 ans un modèle axpir de chez aldes, modèle démmarant par onde d'air dans le tuyau (le modèle à changé et fonctionne désormais par vibrations) d'abord, utiliser un aspirateur bidon en lieu et place du modèle d'origine est tout à fait possible... j'ai un ami qui à fait ça, j'étais septique au départ mais ça marche très bien à condition de choisir un modèle de bidon important en volume qui à une ""colonne d'eau"" convainquante. il à rajouté une commande radio de chez delta dore, qu'il à fixé sur le bras de l'aspirateur pour le démmaré à distance. alors attention, le copain en question avait déjà son aspirateurbidon... si tu dois en acheter un pour la transformation,pas sur que ce soit très intéressant financièrement. une centrale pour 200m2 doit couter 800 euros hors taxes, tu vas pas gagner énormément... 1"
NON	"Bonjour à tous, Je cherche une solution pour reproduire le produit ci-dessous : http://www.millumine.com/applique-murale/3325-applique-murale-enfant-fraicheur-bois-3662234013859.html Je bute sur l'assemblage des pièces en bois qui font office ""d'accordéon"". Je pensais à des rivets creux de diamètre 0.8 cm pour une longueur de 1.8 cm mais je ne sais pas où acheter cette quincaillerie et aussi comment les sertir (outil spécifique ?). Merci d'avance pour votre aide et autres idées alternatives"	Bonsoir, tu peut le faire avec des bouts de tube en cuivre 6/8 avec collets battus. 1
NON	Bonjour Je cherche à faire des découpes propres dans de la tôle alu de 20cm de large, 2mm d'épais. Propre c'est à dire bien rectilignes et sans abîmer le laquage. J'ai testé divers outils sans arriver au résultat escompté: scie à métaux, fein, scie sauteuse. Est-ce qu'une carrelette électrique à eau peut faire l'affaire ? Merci pour vos conseils.	"Perso, en usage pro, j'utilise perforateurs, carotteuses, perceuses avec et sans fil, scie circulaire et scie sauteuse Avant j'avais du hilti pour tout Depuis 5 ou 6 ans, je suis passé chez makita Aucune soucis de matériel (pas plus de casse ou de panne) Mais budget divisé par 2 en achat ""To do is to be"" - Nietzsche ""To be is to do"" - Kant ""Do be do be do"" - Sinatra 1"
NON	Bonjour à tous, je dois créer un placard dans une chambre. Le placard sera entre 1 mur de la chambre et 1 cloison que j'ai montée pour faire le 2ème côté du placard (cloison placo alvéolaire). Le placard fera 1.50m de large et 60cm de profondeur (porte comprise). La hauteur sous plafond est de 2.80m (environ. voir la suite... ;)) Problème: rien n'est droit (maison ancienne...). Ma cloison a été posée bien verticale, mais le mur lui ne l'est pas. Et encore plus gênant, le plafond n'est pas non plus très horizontal... résultat: - j'ai 2cm d'écart entre la largeur mesurée en bas et en haut. Ca ne m'inquiète pas trop: je mettrai un cache sur le côté sur toute la hauteur pour masquer le jeu entre la porte et le mur en haut (là où c'est le plus large) - j'ai également 2cm d'écart entre la hauteur mesurée à gauche et à droite du placard. Et là, par contre, je suis beaucoup plus embêté. Si je fixe mes rails directement sur le sol et le plafond, je crains que l'écart soit tel que mes portes ne pourront pas coulisser sur toute la largeur. Ca va frotter à un moment... Je cherche donc un moyen de retrouver de l'horizontalité sur mon plafond dans le placard. J'ai pensé à mettre un tasseau sur lequel venir fixer mon rail, mais il faudrait qu'il fasse 0cm d'un côté et 2cm de l'autre ( ). Impossible de maitriser une telle découpe sur 1.50m de large, même si je prends quelques cm de large pour garder de la matière (par ex: 5 et 7 cm). Quelqu'un aurait-il une idée miracle? (à part tout faire faire par un menuisier pro... je n'ai malheureusement pas les moyens) Merci par avance pour votre aide!	Bonsoir Tu ne peux pas faire quelques trous supplémentaire dans la carcasse de la hotte pour rajouter quelques Fixations pour mieux repartir la charge? 1
